,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SNT에너지,8.99,-13.85,2.11,2.93
1,기계대비,32.50,-9.60,-1.94,-1.05
2,코스피대비,0.54,-55.65,-44.83,-25.58
3,기계,-23.51,-4.25,4.05,3.99
4,코스피,8.45,41.80,46.94,28.51
