,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 LX인터내셔널,-48.55,-15.56,-9.57,29.40
1,"상사,자본재대비",-37.22,-10.63,-4.94,33.78
2,코스피대비,-57.00,-57.35,-56.51,0.89
3,"상사,자본재",-11.32,-4.93,-4.63,-4.38
4,코스피,8.45,41.80,46.94,28.51
