,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 광전자,-7.31,1.08,40.22,12.26
1,IT하드웨어대비,-45.40,-76.66,-61.82,-61.33
2,코스피대비,-15.76,-40.72,-6.72,-16.25
3,IT하드웨어,38.09,77.74,102.04,73.59
4,코스피,8.45,41.80,46.94,28.51
