,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 계양전기,-43.15,-14.29,-18.95,-28.87
1,자동차대비,-29.50,-28.15,-44.84,-42.27
2,코스피대비,-51.60,-56.08,-65.89,-57.38
3,자동차,-13.65,13.86,25.90,13.40
4,코스피,8.45,41.80,46.94,28.51
