,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 WISCOM,-35.11,-33.28,-15.83,-18.39
1,화학대비,-28.73,-122.44,-98.86,-76.33
2,코스피대비,-43.55,-75.07,-62.77,-46.91
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
