,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 경동도시가스,-8.99,-20.34,-3.21,6.42
1,유틸리티대비,23.44,14.09,28.89,35.94
2,코스피대비,-5.13,-46.04,-33.47,-7.50
3,유틸리티,-32.43,-34.43,-32.10,-29.52
4,코스피,-3.86,25.70,30.25,13.92
