,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 광주신세계,-34.00,-38.43,-27.16,-26.16
1,소매(유통)대비,-14.49,-14.55,-4.64,1.11
2,코스피대비,-42.45,-80.23,-74.10,-54.67
3,소매(유통),-19.52,-23.88,-22.53,-27.27
4,코스피,8.45,41.80,46.94,28.51
