,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SK가스,-32.95,-17.18,1.05,1.45
1,유틸리티대비,0.40,18.14,34.08,31.93
2,코스피대비,-41.40,-58.97,-45.89,-27.06
3,유틸리티,-33.35,-35.32,-33.03,-30.48
4,코스피,8.45,41.80,46.94,28.51
