,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 KH 필룩스,139.34,29.14,-11.08,-33.53
1,IT가전대비,82.76,-220.20,-312.82,-264.96
2,코스피대비,130.89,-12.66,-58.02,-62.04
3,IT가전,56.58,249.34,301.73,231.44
4,코스피,8.45,41.80,46.94,28.51
