,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 DSR,-50.65,-32.80,-38.39,-33.12
1,"비철,목재등대비",-46.88,-33.08,-53.73,-47.67
2,코스피대비,-59.09,-74.59,-85.33,-61.63
3,"비철,목재등",-3.77,0.28,15.34,14.55
4,코스피,8.45,41.80,46.94,28.51
