,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 고려아연,-10.53,-15.47,7.58,14.53
1,"비철,목재등대비",-6.76,-15.76,-7.76,-0.02
2,코스피대비,-18.98,-57.27,-39.36,-13.99
3,"비철,목재등",-3.77,0.28,15.34,14.55
4,코스피,8.45,41.80,46.94,28.51
