,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 GS,-4.62,-30.59,-27.73,-12.29
1,에너지대비,-7.58,-36.39,-49.73,-33.50
2,코스피대비,-13.07,-72.39,-74.67,-40.80
3,에너지,2.95,5.80,22.00,21.21
4,코스피,8.45,41.80,46.94,28.51
