,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 AJ네트웍스,-23.54,-29.00,-16.77,4.00
1,운송대비,-21.45,-66.24,-75.46,-68.44
2,코스피대비,-31.99,-70.80,-63.71,-24.51
3,운송,-2.09,37.24,58.69,72.44
4,코스피,8.45,41.80,46.94,28.51
