,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 LS네트웍스,-23.89,-11.37,-0.82,13.67
1,"화장품,의류,완구대비",-18.57,-9.92,7.32,35.36
2,코스피대비,-32.34,-53.16,-47.76,-14.84
3,"화장품,의류,완구",-5.32,-1.45,-8.14,-21.69
4,코스피,8.45,41.80,46.94,28.51
