,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 NPC,-41.85,-49.07,63.04,54.04
1,"화장품,의류,완구대비",-36.53,-47.62,71.18,75.73
2,코스피대비,-50.30,-90.87,16.10,25.53
3,"화장품,의류,완구",-5.32,-1.45,-8.14,-21.69
4,코스피,8.45,41.80,46.94,28.51
