,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 교보증권,4.65,-13.28,-4.99,-15.32
1,증권대비,-14.58,-46.20,-52.69,-41.49
2,코스피대비,-3.79,-55.08,-51.93,-43.84
3,증권,19.23,32.92,47.69,26.17
4,코스피,8.45,41.80,46.94,28.51
