,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SNT모티브,-12.49,1.13,-3.68,-7.68
1,자동차대비,1.16,-12.73,-29.58,-21.08
2,코스피대비,-20.94,-40.67,-50.62,-36.19
3,자동차,-13.65,13.86,25.90,13.40
4,코스피,8.45,41.80,46.94,28.51
