,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 DB,19.89,8.45,29.43,31.61
1,소프트웨어대비,-5.40,-91.61,-121.24,-36.84
2,코스피대비,11.44,-33.35,-17.51,3.10
3,소프트웨어,25.29,100.05,150.66,68.45
4,코스피,8.45,41.80,46.94,28.51
