,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 금양,-19.60,121.78,64.32,50.25
1,화학대비,-13.23,32.61,-18.71,-7.68
2,코스피대비,-28.05,79.98,17.38,21.74
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
