,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 LIG넥스원,-60.75,-62.11,-14.78,-3.48
1,"상사,자본재대비",-49.42,-57.18,-10.15,0.90
2,코스피대비,-69.19,-103.91,-61.72,-31.99
3,"상사,자본재",-11.32,-4.93,-4.63,-4.38
4,코스피,8.45,41.80,46.94,28.51
