,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 KH 필룩스,53.01,41.90,26.24,
1,부채총계,"1,444","1,131","1,121",
2,자본총계,"2,724","2,700","4,273",
3,펼치기 IT가전,115.41,116.61,112.85,
4,부채총계,"401,947","434,199","520,354",
5,자본총계,"348,294","372,340","461,090",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
