,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 LS네트웍스,126.00,149.06,136.51,
1,부채총계,"6,543","7,352","7,557",
2,자본총계,"5,193","4,932","5,536",
3,"펼치기 화장품,의류,완구",74.74,68.00,63.12,
4,부채총계,"346,669","338,805","390,049",
5,자본총계,"463,850","498,277","617,926",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
