,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 GKL,55.41,45.65,38.52,50.05
1,부채총계,"3,243","2,221","1,478","1,749"
2,자본총계,"5,852","4,864","3,835","3,494"
3,"펼치기 호텔,레저서비스",90.14,114.42,118.29,
4,부채총계,"86,699","101,192","102,919",
5,자본총계,"96,182","88,440","87,006",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
