,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 DB,72.12,50.62,37.51,
1,부채총계,"1,522","1,588","1,642",
2,자본총계,"2,110","3,137","4,378",
3,펼치기 소프트웨어,143.51,120.07,53.73,
4,부채총계,"702,817","651,444","469,207",
5,자본총계,"489,722","542,553","873,198",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
