,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 국보,303.29,194.62,221.31,
1,부채총계,868,600,705,
2,자본총계,286,308,318,
3,펼치기 운송,291.73,240.18,179.25,
4,부채총계,"729,489","893,392","777,042",
5,자본총계,"250,053","371,968","433,501",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
