,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 금호석유,72.58,59.64,59.67,44.59
1,부채총계,"19,085","18,780","30,328","26,927"
2,자본총계,"26,296","31,492","50,829","60,390"
3,펼치기 화학,248.37,93.81,88.88,
4,부채총계,"2,310,832","736,557","893,939",
5,자본총계,"930,392","785,192","1,005,838",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
