,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SNT에너지,36.31,42.23,35.65,
1,부채총계,889,996,873,
2,자본총계,"2,450","2,358","2,448",
3,펼치기 기계,148.60,141.44,132.38,
4,부채총계,"604,483","611,324","580,249",
5,자본총계,"406,779","432,213","438,324",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
