,항목,2020,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 NH프라임리츠,0.10,0.28,0.27,
1,부채총계,1,3,3,
2,자본총계,929,927,942,
3,펼치기 은행,"1,209.88","1,209.88","1,194.79",
4,부채총계,"25,373,215","25,373,215","27,963,410",
5,자본총계,"2,097,167","2,097,167","2,340,453",
6,펼치기 코스피,300.86,300.86,289.24,
7,부채총계,"55,343,981","55,343,981","60,663,500",
8,자본총계,"18,395,440","18,395,440","20,973,232",
