,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 LG전자,173.12,174.79,166.10,146.45
1,부채총계,"284,347","306,621","333,834","342,502"
2,자본총계,"164,251","175,421","200,980","233,862"
3,펼치기 IT가전,115.41,116.61,112.85,
4,부채총계,"401,947","434,199","520,354",
5,자본총계,"348,294","372,340","461,090",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
