,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 BGF,8.45,7.88,14.36,9.20
1,부채총계,"1,291","1,211","2,489","1,440"
2,자본총계,"15,283","15,371","17,328","15,645"
3,펼치기 소매(유통),120.29,126.11,128.68,
4,부채총계,"562,658","580,976","655,697",
5,자본총계,"467,754","460,683","509,577",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
