,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 LG디스플레이,184.86,175.43,158.46,145.84
1,부채총계,"230,863","223,346","233,920","222,429"
2,자본총계,"124,883","127,314","147,625","152,513"
3,펼치기 디스플레이,143.31,134.79,121.67,
4,부채총계,"318,980","323,963","321,473",
5,자본총계,"222,582","240,340","264,224",
6,펼치기 코스피,288.35,300.86,289.24,
7,부채총계,"50,637,711","55,343,981","60,663,500",
8,자본총계,"17,561,211","18,395,440","20,973,232",
