,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 GS,22.39,17.86,24.53,27.85
1,매출총이익,"39,824","27,587","49,647","68,464"
2,매출액,"177,861","154,442","202,401","245,796"
3,펼치기 에너지,8.52,3.52,11.87,
4,매출총이익,"109,016","33,089","167,834",
5,매출액,"1,279,516","939,392","1,413,671",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
