,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 갤럭시아에스엠,6.25,14.71,27.25,
1,매출총이익,18,29,79,
2,매출액,287,195,289,
3,"펼치기 미디어,교육",42.57,47.63,47.35,
4,매출총이익,"98,366","100,023","116,374",
5,매출액,"231,091","210,010","246,752",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
