,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 경인전자,19.19,23.50,24.67,
1,매출총이익,26,49,68,
2,매출액,133,208,274,
3,펼치기 IT가전,23.30,24.04,23.89,
4,매출총이익,"190,536","201,099","239,087",
5,매출액,"817,775","836,536","1,000,994",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
