,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 계룡건설,10.44,12.66,13.11,13.58
1,매출총이익,"2,375","2,785","3,359","3,730"
2,매출액,"22,757","22,000","25,618","27,460"
3,"펼치기 건설,건축관련",14.62,15.52,15.49,
4,매출총이익,"180,014","180,364","206,042",
5,매출액,"1,231,672","1,161,867","1,329,837",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
