,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 강원랜드,51.54,-13.77,7.82,32.89
1,매출총이익,"7,834",-659,617,"4,420"
2,매출액,"15,201","4,786","7,884","13,439"
3,"펼치기 호텔,레저서비스",41.40,23.04,31.40,
4,매출총이익,"52,091","15,932","24,791",
5,매출액,"125,827","69,140","78,951",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
