,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 CS홀딩스,24.52,25.20,25.75,
1,매출총이익,331,332,409,
2,매출액,"1,350","1,316","1,590",
3,펼치기 철강,8.64,8.03,14.67,
4,매출총이익,"101,418","84,465","212,752",
5,매출액,"1,174,058","1,051,428","1,450,261",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
