,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 교촌에프앤비,25.29,22.90,21.74,21.72
1,매출총이익,961,"1,025","1,103","1,225"
2,매출액,"3,801","4,476","5,076","5,640"
3,펼치기 필수소비재,24.47,26.04,24.66,
4,매출총이익,"288,645","256,471","324,301",
5,매출액,"1,179,500","984,780","1,314,951",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
