,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SK케미칼,24.35,32.37,42.18,
1,매출총이익,"2,710","3,880","8,814",
2,매출액,"11,129","11,988","20,896",
3,펼치기 화학,13.50,17.33,21.53,
4,매출총이익,"222,021","191,403","306,158",
5,매출액,"1,645,071","1,104,243","1,421,828",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
