,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 KCTC,14.48,14.04,11.99,
1,매출총이익,646,686,833,
2,매출액,"4,462","4,887","6,947",
3,펼치기 운송,10.83,13.72,22.25,
4,매출총이익,"80,033","116,481","183,814",
5,매출액,"739,126","849,242","826,169",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
