,항목,2021,2021,2021,2022(E) 연간컨센서스닫기
0,펼치기 SK리츠,,100.00,100.00,
1,매출총이익,,171,186,
2,매출액,,171,186,
3,펼치기 은행,29.99,29.99,29.99,
4,매출총이익,"596,032","596,032","596,032",
5,매출액,"1,987,289","1,987,289","1,987,289",
6,펼치기 코스피,23.89,23.89,23.89,
7,매출총이익,"6,561,958","6,561,958","6,561,958",
8,매출액,"29,244,221","29,244,221","29,244,221",
