,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SK텔레콤,100.00,100.00,100.00,100.00
1,매출총이익,"177,407","160,877","167,486","174,208"
2,매출액,"177,407","160,877","167,486","174,208"
3,펼치기 통신서비스,98.78,98.82,98.69,
4,매출총이익,"547,204","562,124","557,501",
5,매출액,"553,977","568,851","564,893",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
