,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SGC에너지,10.68,12.71,13.49,15.76
1,매출총이익,304,135,"2,561","4,241"
2,매출액,"2,842","1,065","18,984","26,903"
3,펼치기 에너지,8.52,3.52,11.87,
4,매출총이익,"109,016","33,089","167,834",
5,매출액,"1,279,516","939,392","1,413,671",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
