,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SK이노베이션,6.01,-0.95,8.95,10.10
1,매출총이익,"29,630","-3,276","41,938","71,227"
2,매출액,"493,069","345,499","468,429","705,539"
3,펼치기 에너지,8.52,3.52,11.87,
4,매출총이익,"109,016","33,089","167,834",
5,매출액,"1,279,516","939,392","1,413,671",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
