,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 STX엔진,10.89,9.40,8.36,
1,매출총이익,665,552,412,
2,매출액,"6,106","5,867","4,935",
3,펼치기 조선,5.74,3.69,-6.59,
4,매출총이익,"22,504","13,139","-27,296",
5,매출액,"391,916","355,903","414,255",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
