,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 LG디스플레이,7.96,10.86,17.76,14.58
1,매출총이익,"18,683","26,352","53,051","41,618"
2,매출액,"234,756","242,616","298,780","285,386"
3,펼치기 디스플레이,11.22,13.30,17.12,
4,매출총이익,"45,637","58,134","82,032",
5,매출액,"406,671","436,986","479,161",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
