,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 광전자,11.59,10.33,16.59,
1,매출총이익,193,155,288,
2,매출액,"1,662","1,502","1,738",
3,펼치기 IT하드웨어,16.94,15.60,16.45,
4,매출총이익,"98,935","91,725","120,053",
5,매출액,"583,919","587,979","730,199",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
