,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 가온전선,4.70,5.59,5.77,
1,매출총이익,390,480,618,
2,매출액,"8,303","8,574","10,704",
3,펼치기 기계,15.33,14.88,14.86,
4,매출총이익,"117,241","112,103","114,213",
5,매출액,"764,643","753,269","768,410",
6,펼치기 코스피,21.57,22.22,23.89,
7,매출총이익,"5,163,056","5,222,845","6,561,958",
8,매출액,"25,605,529","25,228,013","29,244,221",
