Key,Data
전일 종가,128.82
금일 변동,127.08-129.39
매출,19.54B
금일 시가,129.35
52주 변동폭,108.22-142.88
주당순이익,4.07
거래량,"1,696,595"
총 시가,24.94B
배당금,"3.54
(2.75%)"
평균 거래량,"1,121,734"
주가수익비율,31.61
베타,0.63
1년 변동률,-8.5%
발행주식수,"193,739,166"
다음 실적 발표일,2022년 7월 27일
