Key,Data
전일 종가,51.09
금일 변동,51.56-52.42
매출,25.87B
금일 시가,51.56
52주 변동폭,42.53-57.05
주당순이익,1.64
거래량,"10,157,191"
총 시가,94.37B
배당금,"3.60
(7.05%)"
평균 거래량,"10,018,807"
주가수익비율,31.12
베타,0.54
1년 변동률,2.18%
발행주식수,"1,810,557,271"
다음 실적 발표일,2022년 7월 28일
