Key,Data
전일 종가,85.28
금일 변동,86.42-88.32
매출,51.34B
금일 시가,86.6
52주 변동폭,69.88-100.72
주당순이익,11.64
거래량,"1,901,097"
총 시가,31.58B
배당금,"1.84
(2.11%)"
평균 거래량,"2,512,361"
주가수익비율,7.33
베타,0.71
1년 변동률,8.24%
발행주식수,"361,549,363"
다음 실적 발표일,2022년 8월 08일
