Key,Data
전일 종가,121.7
금일 변동,120.19-125.2
매출,18.88B
금일 시가,122.9
52주 변동폭,62.81-132.35
주당순이익,7.49
거래량,"3,521,260"
총 시가,71.49B
배당금,"8.125
(6.66%)"
평균 거래량,"4,610,686"
주가수익비율,16.29
베타,1.61
1년 변동률,52.43%
발행주식수,"585,713,473"
다음 실적 발표일,2022년 8월 04일
