Key,Data
전일 종가,126.36
금일 변동,122.48-127.07
매출,7.89B
금일 시가,126.42
52주 변동폭,118.55-146.74
주당순이익,5.31
거래량,"1,096,697"
총 시가,13.59B
배당금,"3.96
(3.16%)"
평균 거래량,"877,398"
주가수익비율,23.60
베타,0.3
1년 변동률,-7.53%
발행주식수,"108,458,394"
다음 실적 발표일,2022년 6월 07일
