Key,Data
전일 종가,275.04
금일 변동,266.05-279.55
매출,4.03B
금일 시가,278.46
52주 변동폭,250.64-737.45
주당순이익,8.88
거래량,"976,491"
총 시가,21.96B
배당금,"N/A
(N/A)"
평균 거래량,"974,901"
주가수익비율,30.98
베타,1.74
1년 변동률,-53.52%
발행주식수,"78,805,547"
다음 실적 발표일,2022년 7월 27일
