Key,Data
전일 종가,102.87
금일 변동,101.94-103.71
매출,8.53B
금일 시가,103.1
52주 변동폭,86.84-106.82
주당순이익,4.29
거래량,"1,754,117"
총 시가,32.66B
배당금,"2.91
(2.81%)"
평균 거래량,"1,552,567"
주가수익비율,24.15
베타,0.25
1년 변동률,7.62%
발행주식수,"315,434,531"
다음 실적 발표일,2022년 8월 02일
