Key,Data
전일 종가,93.79
금일 변동,94.18-95.92
매출,126.03B
금일 시가,95.16
52주 변동폭,63.19-98.66
주당순이익,5.75
거래량,"4,214,003"
총 시가,45.74B
배당금,"3.88
(4.08%)"
평균 거래량,"4,755,273"
주가수익비율,16.55
베타,1.34
1년 변동률,12.8%
발행주식수,"481,100,026"
다음 실적 발표일,2022년 7월 29일
