Key,Data
전일 종가,155.6
금일 변동,154.55-160.73
매출,26.49B
금일 시가,158.74
52주 변동폭,154.55-311.75
주당순이익,1.5
거래량,"8,867,629"
총 시가,158.68B
배당금,"N/A
(N/A)"
평균 거래량,"7,134,645"
주가수익비율,106.35
베타,1.17
1년 변동률,-28.27%
발행주식수,"993,916,578"
다음 실적 발표일,2022년 5월 31일
