Key,Data
전일 종가,40.03
금일 변동,36.5-40.98
매출,9.33B
금일 시가,40.03
52주 변동폭,36.5-82
주당순이익,3.72
거래량,"12,557,053"
총 시가,9.23B
배당금,"0.80
(2.07%)"
평균 거래량,"5,216,505"
주가수익비율,10.41
베타,1.67
1년 변동률,-26.11%
발행주식수,"238,489,925"
다음 실적 발표일,2022년 8월 24일
