Key,Data
전일 종가,53.98
금일 변동,52.99-55.01
매출,8.61B
금일 시가,54.43
52주 변동폭,48.78-71.06
주당순이익,2.24
거래량,"1,999,678"
총 시가,12.81B
배당금,"1.12
(2.06%)"
평균 거래량,"2,455,652"
주가수익비율,24.22
베타,1.19
1년 변동률,-10.52%
발행주식수,"235,940,440"
다음 실적 발표일,2022년 7월 28일
