Key,Data
전일 종가,110.99
금일 변동,111.35-113.8
매출,48.07B
금일 시가,112.46
52주 변동폭,89.35-120.17
주당순이익,3.68
거래량,"2,050,464"
총 시가,66.06B
배당금,"0.40
(0.35%)"
평균 거래량,"2,670,155"
주가수익비율,30.70
베타,0.48
1년 변동률,13.92%
발행주식수,"584,877,492"
다음 실적 발표일,2022년 7월 20일
