Key,Data
전일 종가,37.96
금일 변동,37.66-38.58
매출,20.57B
금일 시가,38.52
52주 변동폭,36.23-58.89
주당순이익,3.01
거래량,"3,166,944"
총 시가,32.46B
배당금,"0.60
(1.57%)"
평균 거래량,"5,048,048"
주가수익비율,12.59
베타,-
1년 변동률,-12.78%
발행주식수,"848,241,752"
다음 실적 발표일,2022년 8월 04일
