Key,Data
전일 종가,150.18
금일 변동,150.72-153.93
매출,229.67B
금일 시가,151.91
52주 변동폭,111.34-167.19
주당순이익,8.19
거래량,"946,836"
총 시가,31.91B
배당금,"1.84
(1.23%)"
평균 거래량,"1,416,348"
주가수익비율,18.35
베타,0.45
1년 변동률,25.08%
발행주식수,"209,464,050"
다음 실적 발표일,2022년 8월 04일
