Key,Data
전일 종가,153.24
금일 변동,156.02-159.56
매출,45.5B
금일 시가,156.61
52주 변동폭,149.71-199.55
주당순이익,9.98
거래량,"2,672,352"
총 시가,119.44B
배당금,"2.08
(1.36%)"
평균 거래량,"3,812,867"
주가수익비율,15.35
베타,1.11
1년 변동률,-2.31%
발행주식수,"753,060,278"
다음 실적 발표일,2022년 7월 20일
