Key,Data
전일 종가,168.22
금일 변동,165.1-170.48
매출,3.05B
금일 시가,169.37
52주 변동폭,164.96-231.57
주당순이익,6.18
거래량,"1,031,395"
총 시가,26.67B
배당금,"1.24
(0.73%)"
평균 거래량,"1,321,389"
주가수익비율,27.32
베타,0.93
1년 변동률,-2.66%
발행주식수,"157,901,992"
다음 실적 발표일,2022년 8월 02일
